screen_name,date,text
Badal,Mon Jan 30 19:29:04 +0000 2017,biggest thief and nonsense we call him guppi in punjab. shame on
Kejriwal,Mon Jan 30 19:29:04 +0000 2017,biggest thief and nonsense we call him guppi in punjab. shame on
Amarinder,Mon Jan 30 19:15:16 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Mon Jan 30 19:10:00 +0000 2017,poll khol:  mind games and love for nota    
Amarinder,Mon Jan 30 18:55:28 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Badal,Mon Jan 30 18:50:02 +0000 2017,sacrilege incidents occurred after entry of aap in punjab: sukhbir     
Kejriwal,Mon Jan 30 18:50:02 +0000 2017,sacrilege incidents occurred after entry of aap in punjab: sukhbir     
Kejriwal,Mon Jan 30 18:38:31 +0000 2017,may be delusional mind. Ask delhi what lies this unworthy has spoken
Kejriwal,Mon Jan 30 18:32:27 +0000 2017,its good that even the people of totaly different mindsets r now coming up 4 the right political party.
Kejriwal,Mon Jan 30 18:24:30 +0000 2017,rt      what a shameful reporting by ht
Kejriwal,Mon Jan 30 18:24:14 +0000 2017,rt   u r anti aap !! plzz dont spread rumours!!    
Amarinder,Mon Jan 30 18:10:31 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Kejriwal,Mon Jan 30 18:04:18 +0000 2017,punjab polls: former congress leader bir devinder extends support to aap    
Kejriwal,Mon Jan 30 17:45:35 +0000 2017,just watched full video nothing wrong 👎 how can u say he was drunk ? flying kisses were all around
Amarinder,Mon Jan 30 17:28:16 +0000 2017,rt  remembering mahatamagandhi on his death anniversary. .his ideologies live on:     
Amarinder,Mon Jan 30 17:05:07 +0000 2017,rt  electiongym punjabpolls punjabelections2017      kaurtoon
Kejriwal,Mon Jan 30 17:05:07 +0000 2017,rt  electiongym punjabpolls punjabelections2017      kaurtoon
Amarinder,Mon Jan 30 17:02:13 +0000 2017,rt  kaurtoon capt_amarinder arvindkejriwal voters punjabpoll punjabelections2017    
Kejriwal,Mon Jan 30 17:02:13 +0000 2017,rt  kaurtoon   voters punjabpoll punjabelections2017    
Kejriwal,Mon Jan 30 16:57:06 +0000 2017,was it in gurinder singh's house
Kejriwal,Mon Jan 30 16:50:00 +0000 2017,man at whose house kejriwal stayed in moga is not a militant: aap        
Amarinder,Mon Jan 30 16:38:08 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Kejriwal,Mon Jan 30 16:35:09 +0000 2017,must put on list of nri supports on party website with full details # # 
Amarinder,Mon Jan 30 16:21:20 +0000 2017,rt  asinhisaadakamboldahai promise to make punjab no 1 cheap
Amarinder,Mon Jan 30 16:17:17 +0000 2017,rt  asinhisaadakamboldahai          
Amarinder,Mon Jan 30 16:15:39 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Mon Jan 30 16:11:20 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Mon Jan 30 16:10:23 +0000 2017,rt  barnala engulfed by wave of humanity as  raises pitch in congress punjabpolls battle    
Badal,Mon Jan 30 15:39:41 +0000 2017,wow and wow he has dug his own grave further with this comment
Kejriwal,Mon Jan 30 15:39:41 +0000 2017,wow and wow he has dug his own grave further with this comment
Badal,Mon Jan 30 15:32:11 +0000 2017,rt  phagwara: bsp supremo  asks supporters to vote against  to punish  at centre  
Badal,Mon Jan 30 15:29:31 +0000 2017,     
Kejriwal,Mon Jan 30 15:28:55 +0000 2017,i think he was giving flying kisses to your mother
