screen_name,date,text
Amarinder,Fri Feb 03 20:26:08 +0000 2017,     prashant kishor only costing 500 crore which captain will pay back by suckin..
Amarinder,Fri Feb 03 20:07:59 +0000 2017, noted musician rabbishergill appeals for suppo&amp; vote for  punjabpolls    
Amarinder,Fri Feb 03 19:48:11 +0000 2017, noted musician rabbishergill appeals for suppo&amp; vote for  punjabpolls    
Amarinder,Fri Feb 03 19:40:51 +0000 2017, noted musician rabbishergill appeals for suppo&amp; vote for  punjabpolls    
Amarinder,Fri Feb 03 19:31:24 +0000 2017, noted musician rabbishergill appeals for suppo&amp; vote for  punjabpolls    
Amarinder,Fri Feb 03 19:17:27 +0000 2017, noted musician rabbishergill appeals for suppo&amp; vote for  punjabpolls    
Amarinder,Fri Feb 03 19:09:01 +0000 2017, noted musician rabbishergill appeals for suppo&amp; vote for  punjabpolls    
Amarinder,Fri Feb 03 19:05:49 +0000 2017, noted musician rabbishergill appeals for suppo&amp; vote for  punjabpolls    
Amarinder,Fri Feb 03 19:02:21 +0000 2017,    prashant kishor only costing 500 crore which captain will pay back.. URL 
Amarinder,Fri Feb 03 19:01:48 +0000 2017, noted musician rabbishergill appeals for suppo&amp; vote for  punjabpolls    
Amarinder,Fri Feb 03 18:57:56 +0000 2017, noted musician rabbishergill appeals for suppo&amp; vote for  punjabpolls    
Kejriwal,Fri Feb 03 18:57:23 +0000 2017,    such shame people who are corrupted and killed next generation r still at loose!
Badal,Fri Feb 03 18:51:18 +0000 2017, what's in the mind? must vote punjabpolls kaurtoon       
Kejriwal,Fri Feb 03 18:51:18 +0000 2017, what's in the mind? must vote punjabpolls kaurtoon       
Badal,Fri Feb 03 18:32:26 +0000 2017,   strangely dera head had claimed to stop drugs in punjab now backing drugs sellers groups?
Kejriwal,Fri Feb 03 18:23:59 +0000 2017,     r u deaf or dumb ec  is safetyy no action on sadwho wil faith in u
Amarinder,Fri Feb 03 18:23:00 +0000 2017, noted musician rabbishergill appeals for suppo&amp; vote for  punjabpolls    
