screen_name,date,text
Kejriwal,Sat Jan 28 23:06:32 +0000 2017,@BhagwantMann @AamAadmiParty @AAPPunjab2017 @SanjayAzadSln @Airavta @HTPunjab @aapdelhincr @BhagwantAAP @GurpreetGhuggi @ipathak25
Amarinder,Sat Jan 28 23:01:27 +0000 2017,rt punjabpcc: aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings
Amarinder,Sat Jan 28 21:29:40 +0000 2017,aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings 
Amarinder,Sat Jan 28 20:43:55 +0000 2017,rt aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings
Amarinder,Sat Jan 28 20:27:37 +0000 2017,rt aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings
Amarinder,Sat Jan 28 20:22:02 +0000 2017,rt aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings
Amarinder,Sat Jan 28 19:57:34 +0000 2017,rt aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings
Amarinder,Sat Jan 28 19:55:35 +0000 2017,rt aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings
Amarinder,Sat Jan 28 19:52:51 +0000 2017,rt aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings
Amarinder,Sat Jan 28 19:49:07 +0000 2017,rt aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings
Amarinder,Sat Jan 28 19:48:48 +0000 2017,rt future of punjab waiting for AT_USER at kartarpur rally
Amarinder,Sat Jan 28 19:48:38 +0000 2017,rt aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings
Amarinder,Sat Jan 28 19:42:03 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:41:38 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:39:44 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:39:32 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:39:15 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:39:08 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:36:57 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:36:47 +0000 2017,I should tell a lie
Amarinder,Sat Jan 28 19:35:51 +0000 2017,I only need dominance
Amarinder,Sat Jan 28 19:35:02 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:28:45 +0000 2017,Rahul-ji hard will succeed this time Congress Government in Punjab
Amarinder,Sat Jan 28 19:28:01 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:27:18 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:27:12 +0000 2017,rt  punjab: congress vice president rahul gandhi addressing a rally in phillaur.    Https
Amarinder,Sat Jan 28 19:23:28 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:20:41 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:19:53 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:07:21 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:05:01 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
Amarinder,Sat Jan 28 19:04:27 +0000 2017,rt  aicc vp rahulgandhi meets sant niranjan dassji at derasachjhandballan to seek his blessings    
